"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","ad_purpose_codes","ad_purpose_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"11667","1","Chinese language books","","start-actual","2004-01-29","end-actual","China","CHN","Kenya","KEN","110","Education","","","Completion","2004","2004","",""
"1170","1","China Offered Emergency Food Aid to Countries in Africa, including Mozambique","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","720","Emergency Response","","","Completion"," "," ","",""
"1176","1","China Offers Music Equipment to Education Ministry","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","160","Other Social Infrastructure and Services","","","Completion","2006","2006","36801.45645",""
"1181","1","China Cancels 30 Million USD Debt","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","600","Action Relating to Debt","","","Completion","2007","2007","48843523.43",""
"1184","1","China Exim Bank loans 40 million USD for Mozambican Public Infrastructure ","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","998","Unallocated / Unspecified","","","Pipeline/identification","2007","2007","65124697.91",""
"1186","1","China issues package of interest-free loans worth $154.9 million for Mozambique`s agriculture, health and education sectors","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","430","Other","","","Completion","2007","2007","252195392.6",""
"1193","1","Agreement With Chinese University","","start-actual","2008-02-01","end-actual","China","CHN","Mozambique","MOZ","310","Agriculture, Forestry, Fishing","","","Completion","2008","2008","",""
"1197","1","China provided $18 million Loan to Help in Agricultural Projects","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","310","Agriculture, Forestry, Fishing","","","Implementation","2008","2008","24829367.13",""
"1198","1","China gives Grant to Mozambique to be used in Basic Development Sectors","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","998","Unallocated / Unspecified","","","Implementation","2008","2008","4138227.855",""
"1202","1","Funding Concession from China for Rural Expansion Program","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","220","Communications","","","Pipeline/identification","2008","2008","34485232.13",""
"1206","1","China Builds New National Stadium ","2008-11-01","start-actual","2010-10-01","end-actual","China","CHN","Mozambique","MOZ","160","Other Social Infrastructure and Services","","","Completion","2006","2010","128805097.6",""
"1211","1","Hubei Province Agricultural Twinning","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","310","Agriculture, Forestry, Fishing","","","Implementation"," "," ","",""
"1215","1","Construction of Agricultural Research Center/Agriculture Station","","start-actual","2011-07-09","end-actual","China","CHN","Mozambique","MOZ","310","Agriculture, Forestry, Fishing","","","Completion","2011","2011","",""
"1218","1","Grant for 4.9 million","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","998","Unallocated / Unspecified","","","Completion","2010","2010","6164938.406",""
"1219","1","China provides interest free loan for projects in Mozambique","","start-actual","2010-06-17","end-actual","China","CHN","Mozambique","MOZ","998","Unallocated / Unspecified","","","Completion","2010","2010","2767931.529",""
"1220","1","New School of Visual Arts Inaugurated in Maputo","","start-actual","2010-11-11","end-actual","China","CHN","Mozambique","MOZ","110","Education","","","Completion","2009","2010","1018190.375",""
"1221","1","China loans $80 million for Cement Factory construction","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","320","Industry, Mining, Construction","","","Pipeline/identification","2010","2010","100652055.6",""
"1222","1","Second phase of Maputo International Airport Upgrade (Linked to Project ID #21389)","2010-01-01","start-actual","2012-10-09","end-actual","China","CHN","Mozambique","MOZ","210","Transport and Storage","","","Completion","2010","2012","81779795.18",""
"1223","1","Finance to Cotton Processing Plant","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","320","Industry, Mining, Construction","","","Implementation","2010","2010","25163013.9",""
"1225","1","Scholarships to study in China","","start-actual","","end-actual","China","CHN","Kenya","KEN","110","Education","","","Implementation"," "," ","",""
"1230","1","More Chinese Doctors for Mozambique","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","120","Health","","","Completion"," "," ","",""
"1231","1","Computers to the Mozambican Assembly of the Republic","","start-actual","2010-04-09","end-actual","China","CHN","Mozambique","MOZ","150","Government and Civil Society","","","Completion","2010","2010","98890.64464",""
"1233","1","China, Mozambique sign medical cooperation agreements to grant malaria medicine to Mozambique","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","120","Health","","","Completion"," "," ","",""
"1240","1","China Exim Bank provided $681.6 million loan for Maputo-Catembe Bridge","2012-07-19","start-actual","","end-actual","China","CHN","Mozambique","MOZ","210","Transport and Storage","","","Implementation","2011","2012","756839589.9",""
"125","1","Rehabilitation of road between KIA and UNEP","","start-actual","","end-actual","China","CHN","Kenya","KEN","210","Transport and Storage","","","Implementation","2006","2006","52147663.79",""
"1264","1","CDB loans $50-m to Kenya Equity Bank ","","start-actual","","end-actual","China","CHN","Kenya","KEN","240","Banking and Financial Services","","","Implementation","2010","2010","63939218.33",""
"1265","1","Refurbishing of the Moi International Sports Centre","2009-12-24","start-actual","2012-06-02","end-actual","China","CHN","Kenya","KEN","160","Other Social Infrastructure and Services","","","Completion","2009","2012","1587909.44",""
"1267","1","Construction of Mama Lucy Kibaki hospital","2009-06-01","start-actual","2011-06-20","end-actual","China","CHN","Kenya","KEN","120","Health","","","Completion","2009","2011","9547617.405",""
"1271","1","Continuing economic and technical cooperation","","start-actual","","end-actual","China","CHN","Kenya","KEN","998","Unallocated / Unspecified","","","Implementation","2010","2010","15243930.62",""
"1272","1","Grant to Kenyan government","","start-actual","","end-actual","China","CHN","Kenya","KEN","998","Unallocated / Unspecified","","","Pipeline/identification","2010","2010","8574710.974",""
"1275","1","Foreign affairs Ministry computer program","","start-actual","","end-actual","China","CHN","Kenya","KEN","150","Government and Civil Society","","","Implementation","2010","2010","13839657.65",""
"1277","1","Peace Ark offers free medical service","2010-10-13","start-actual","2010-10-18","end-actual","China","CHN","Kenya","KEN","120","Health","","","Completion","2010","2010","",""
"1278","1","Chinese loan used to buy equipment for Kenya's national youth service","2010-01-29","start-actual","2010-01-29","end-actual","China","CHN","Kenya","KEN","160","Other Social Infrastructure and Services","","","Completion","2006","2010","109739549.3",""
"1286","1","Lamu Port, Railway and Roadway to link Lamu and South Sudan","2012-05-02","start-actual","","end-actual","China","CHN","Kenya","KEN","210","Transport and Storage","","","Implementation","2010","2012","19054913.27",""
"1290","1","China provided $745 million USD loan for the construction of Kenyatta University Teaching, Research and Referral Hospital (linked to - #34174)","","start-actual","","end-actual","China","CHN","Kenya","KEN","120","Health","","","Completion","2011","2011","128026480.1",""
"1291","1","Famine relief","2011-09-28","start-actual","","end-actual","China","CHN","Kenya","KEN","720","Emergency Response","","","Implementation","2011","2011","25005677.19",""
"14511","1","China provides grant","","start-actual","","end-actual","China","CHN","Zambia","ZMB","320","Industry, Mining, Construction","","","Implementation","2001","2001","5495444.934",""
"14529","1","China gives grant to Zambia for OAU Summit","","start-actual","","end-actual","China","CHN","Zambia","ZMB","150","Government and Civil Society","","","Completion","2001","2001","1137154.285",""
"14994","1","China grants 80m RMB yuan toward water supply","","start-actual","","end-actual","China","CHN","Zambia","ZMB","140","Water Supply and Sanitation","","","Implementation","2006","2006","18462026.77",""
"15233","1","China offers US$150,000 in humanitarian aid","","start-actual","","end-actual","China","CHN","Zambia","ZMB","720","Emergency Response","","","Pipeline/identification","2007","2007","244217.6171",""
"15411","1","China grants Zambia $30m in assistance for projects","","start-actual","","end-actual","China","CHN","Zambia","ZMB","998","Unallocated / Unspecified","","","Implementation","2010","2010","5575040.054",""
"15469","1","China provides interest-free loan of ZMK 32b","","start-actual","","end-actual","China","CHN","Zambia","ZMB","998","Unallocated / Unspecified","","","Implementation","2010","2010","8392677402.0",""
"15507","1","China donates 1.5 billion Kwacha in anti-malarial equipment to Zambia","","start-actual","","end-actual","China","CHN","Zambia","ZMB","120","Health","","","Implementation","2011","2011","342665026.5",""
"15518","1","China to send a team of experts to study power plant","","start-actual","","end-actual","China","CHN","Zambia","ZMB","230","Energy Generation and Supply","","","Implementation"," "," ","",""
"15874","1","Maize Flour Mill Project","","start-actual","2009-05-09","end-actual","China","CHN","Kenya","KEN","310","Agriculture, Forestry, Fishing","","","Completion","2009","2009","",""
"16115","1","Construct and renovate Gansai Road","2010-04-01","start-actual","","end-actual","China","CHN","Kenya","KEN","210","Transport and Storage","","","Implementation","2010","2010","",""
"16379","1","Construction of circuit lines and substations Phase I","2007-07-01","start-actual","2010-11-24","end-actual","China","CHN","Kenya","KEN","230","Energy Generation and Supply","","","Completion","2007","2010","34242220.95",""
"16911","1","China Donates Anti-Malaria Medicine","2009-10-06","start-actual","2009-10-06","end-actual","China","CHN","Kenya","KEN","120","Health","","","Implementation","2009","2009","1192362.316",""
"16918","1","Comprehensive Malaria Prevention and Control Training","2008-12-08","start-actual","","end-actual","China","CHN","Kenya","KEN","120","Health","","","Implementation","2008","2008","",""
"17709","1","Donation to Kenyan Red Cross Society","2008-01-18","start-actual","","end-actual","China","CHN","Kenya","KEN","720","Emergency Response","","","Implementation","2008","2008","413822.7855",""
