all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,year,project_title,recipient_condensed,round_coded,aid_amount,predicted_by_modeling,aid_in_millions
Zambia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Lusaka,0,0,Zambia,2013,16th Chinese military medical team,Zambia,EcologicallySensitive,14713523.75,TRUE,14.71352375
South Sudan,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Darfur,7.29983,28.4425,Mapel,2013,China builds disarmament training center in South Sudan,South Sudan,AdditionalCoded,9312693.487,TRUE,9.312693487
Zambia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Maina Soko Military Hospital in Lusaka,-15.38359,28.33855,Maina Solo Military Hospital,2012,China supports Zambia's Maina Soko Military Hospital with equipment and assistance,Zambia,AdditionalCoded,7033330.987,TRUE,7.033330987
Tanzania,Communications,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Zanzibar,-6.16394,39.19793,Zanzibar,2012,China Provides Training for Broadcasting Technical Staff in Zanzibar,Tanzania,EcologicallySensitive,6006800.933,TRUE,6.006800933
Zimbabwe,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-17.73226,31.02114,Zimbabwe National Defense College,2012,China donates bus and ICT equipment to National Defense of Zimbabwe,Zimbabwe,AdditionalCoded,85360328.98,TRUE,85.36032898
Seychelles,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Victoria,-4.74044,55.51539,University of Seychelles,2012,Confucius Classroom at University of Seychelles,Seychelles,AdditionalCoded,1888888.713,TRUE,1.888888713
Comoros,Health,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Moroni,-12.16127,43.36905,University of Comores,2012,China provides materials for Confucius Classroom at University of Comoros,Comoros,AdditionalCoded,8080245.84,TRUE,8.08024584
Tunisia,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Sfax,34.75,10.41667,Gouvernorat de Sfax,2009,"China opens Confucius Classroom at CRI in Sfax, Tunisia",Tunisia,AdditionalCoded,8013353.8,TRUE,8.0133538
Zimbabwe,Other Social infrastructure and services,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,0,0,Zimbabwe,2013,Chinese Embassy in Zimbabwe Hosts Cultural Night,Zimbabwe,AdditionalCoded,4183881.18,TRUE,4.18388118
Zimbabwe,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Zimbabwe,2010,Anhui-Zimbabwean Agricultural Co-operative Program,Zimbabwe,AdditionalCoded,10212353.37,TRUE,10.21235337
Tanzania,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Dodoma,-6.17221,35.73947,Dodoma,2012,China Establishes Confucius Institute at University of Dodoma,Tanzania,EcologicallySensitive,9301475.227,TRUE,9.301475227
Tanzania,Education,Grant,OOF-like,"Confucius Institute, Government Agency",Representational,Dar es Salaam,-6.82349,39.26951,Dar es Salaam,2013,China Establishes Confucius Institute at the University of Dar es Salaam,Tanzania,EcologicallySensitive,8360225.8,TRUE,8.3602258
Tanzania,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Zanzibar,-6.16564,39.20351,Zanzibar City,2010,China Establishes Confucius Institute at Zanzibar Journalism and Mass Media College of Tanzania,Tanzania,AdditionalCoded,8048326.82,TRUE,8.04832682
Senegal,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,14.68189,-17.46682,Dakar University,2011,Confucius Institute at University of Dakar,Senegal,AdditionalCoded,18403447.09,TRUE,18.40344709
Sierra Leone,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Freetown,8.47719,-13.22119,Fourah Bay College,2012,Confucius Institute at University of Sierra Leone,Sierra Leone,AdditionalCoded,1243415.433,TRUE,1.243415433
Mozambique,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Maputo,-25.95215,32.60356,University of Eduardo Mondlane,2012,China establishes a Confucius Institute at Eduardo Mondlane University,Mozambique,AdditionalCoded,10803690.79,TRUE,10.80369079
Ghana,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Accra,5.65075,-0.18951,University of Ghana,2013,Confucius Institute at the University of Ghana,Ghana,AdditionalCoded,9286671.82,TRUE,9.28667182
Egypt,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,30.62053,32.27019,Suez Canal University,2008,Confucius Institute at Suez Cannal University,Egypt,AdditionalCoded,12672101.37,TRUE,12.67210137
Cameroon,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,3.85458,11.48906,International Relationships Institute of Cameroon,2007,Confucius Institute at the University of YaoundÍ© II,Cameroon,AdditionalCoded,11235559.81,TRUE,11.23555981
Kenya,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,-1.18194,36.92768,University of Kenyatta,2008,Confucius Institute at Kenyatta University,Kenya,AdditionalCoded,9144571.053,TRUE,9.144571053
Kenya,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Nakuru,-0.36667,35.93333,Egerton University,2012,Confucius Institute at Egerton University in Kenya ,Kenya,AdditionalCoded,13542358.77,TRUE,13.54235877
Rwanda,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,-1.58333,29.91667,Northern Province,2008,China and Rwanda build Confucius Institute at the Kigali Institute of Education,Rwanda,EcologicallySensitive,26960075.48,TRUE,26.96007548
Rwanda,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,-2.33333,29.66667,Southern Province,2008,China and Rwanda build Confucius Institute at the Kigali Institute of Education,Rwanda,EcologicallySensitive,26536555.87,TRUE,26.53655587
Rwanda,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,-1.94995,30.05885,Kigali,2008,China and Rwanda build Confucius Institute at the Kigali Institute of Education,Rwanda,EcologicallySensitive,25819331.56,TRUE,25.81933156
Rwanda,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,-1.5763,30.0675,Byumba,2008,China and Rwanda build Confucius Institute at the Kigali Institute of Education,Rwanda,EcologicallySensitive,27215980.75,TRUE,27.21598075
Madagascar,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,-18.91524,47.55579,University of Antananarivo,2006,Hanban and Jiangxi Normal University co-construct Confucius Institute at Antananarivo University,Madagascar,AdditionalCoded,8435207.813,TRUE,8.435207813
South Africa,Education,Grant,OOF-like,"Confucius Institute, Government Agency",Representational,Western Cape ,-33.9301,18.8647,Stellenbosch University,2008,China Establishes Confucius Institute at Stellenbosch University in South Africa,South Africa,AdditionalCoded,23067885.04,TRUE,23.06788504
South Africa,Education,Grant,OOF-like,"Confucius Institute, Government Agency",Representational,Cape Town,-33.95796,18.46082,University of Cape Town,2007,China Establishes Confucius Institute at University of Cape Town in South Africa,South Africa,AdditionalCoded,18952867.71,TRUE,18.95286771
South Africa,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Grahamstown,-33.31361,26.51972,Rhodes University,2007,China Establishes Confucius Institute at Rhodes University in South Africa,South Africa,AdditionalCoded,28739701.56,TRUE,28.73970156
South Africa,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Durban,-29.85139,31.00722,Durban University of Technology,2013,China Establishes Confucius Institute at Durban University of Technology in South Africa,South Africa,AdditionalCoded,28295806.2,TRUE,28.2958062
South Africa,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,"Cape Town, Western Cape Province",-34.04827,18.42856,"Cape Academy of Maths, Science & Technology",2009,"China Establishes Confucius Classroom at The Cape Academy of Mathematics, Science and Technology",South Africa,AdditionalCoded,19691030.87,TRUE,19.69103087
Nigeria,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Lagos,6.5178,3.39547,University of Lagos,2008,Confucius Institute at the University of Lagos ,Nigeria,AdditionalCoded,9620226.84,TRUE,9.62022684
Nigeria,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,6.24858,7.11545,Nnamdi Azikiwe University,2007,Confucius Institute launched at Nnamdi Azikiwe University,Nigeria,AdditionalCoded,11301254.27,TRUE,11.30125427
Sudan,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,15.61222,32.54222,University of Khartoum,2007,Confucius Institute at the University of Khartoum,Sudan,AdditionalCoded,9279437.053,TRUE,9.279437053
Morocco,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Rabat,33.98307,-6.86187,Mohammed V Agdal University,2008,Confucius Institute at Morocco University Mohammed V-Agdal,Morocco,AdditionalCoded,2801779.46,TRUE,2.80177946
Morocco,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,33.58831,-7.61138,Casablanca,2012,Confucius Institute at the University of Hassan II,Morocco,AdditionalCoded,12993810.45,TRUE,12.99381045
Togo,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,6.17737,1.213,Université de Lome,2008,Confucius Institute at University of Lome,Togo,AdditionalCoded,11901910.53,TRUE,11.90191053
Benin,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,6.44105,2.35238,Université d'Abomey-Calavi,2009,Confucius Institute at University of Abomey-Calavi,Benin,AdditionalCoded,13146619.07,TRUE,13.14661907
Ethiopia,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Addis Ababa,9.04667,38.75917,Addis Ababa University,2009,China builds Confucius Institute in Addis Adaba,Ethiopia,AdditionalCoded,15817059.66,TRUE,15.81705966
Mali,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,12.64528,-8.00309,Lycée Askia Mohamed,2008,Chinese organization signs agreement with Lycee Askia Mohamed School to build Confucius Classroom,Mali,AdditionalCoded,28400542.97,TRUE,28.40054297
Burundi,Education,Grant,OOF-like,"Confucius Institute, Government Agency",Representational,Bujumbura ,-3.3822,29.3644,Bujumbura,2011,Confucius Institute at the University of Burundi,Burundi,EcologicallySensitive,3884522.713,TRUE,3.884522713
Madagascar,"Agriculture, Forestry and Fishing",Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Madagascar,2008,China provides training for agricultural experts from Madagascar ,Madagascar,AdditionalCoded,3141105.693,TRUE,3.141105693
Malawi,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Malawi,2012,China provides first batch of anti-malaria drugs to Malawi,Malawi,AdditionalCoded,553199.74,TRUE,0.55319974
Malawi,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Malawi,2012,China provides Malawi scholarships and training programs,Malawi,AdditionalCoded,542193.8,TRUE,0.5421938
Guinea,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Conakry,9.5068,-13.705,Ignace Deen Hospital,2009,Anti-malaria center ,Guinea,AdditionalCoded,2334891.573,TRUE,2.334891573
Cameroon,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Nanga-Eboko,4.68333,12.36667,Nanga Eboko,2008,China constructs agricultural demonstration center in Cameroon,Cameroon,AdditionalCoded,7428563.993,TRUE,7.428563993
Algeria,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"China Ministry of Commerce, Government Agency",Development,unknown,35.75,0.91667,Relizane,2011,Saline Soil Management Demonstration Project,Algeria,AdditionalCoded,10734716.83,TRUE,10.73471683
Algeria,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"China Ministry of Commerce, Government Agency",Development,unknown,0,0,Algeria,2011,Saline Soil Management Demonstration Project,Algeria,AdditionalCoded,10810094.45,TRUE,10.81009445
Angola,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-8.86727,13.17869,Ministry of Foreign Affairs,2007,Donation of Office Equipment to Ministry of Foreign Affairs,Angola,AdditionalCoded,374545.54,TRUE,0.37454554
Cameroon,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Yaounde,3.51988,11.50217,Mbalmayo District Hospital,2010,15th Chinese medical team ,Cameroon,AdditionalCoded,10126039.19,TRUE,10.12603919
Cameroon,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Yaounde,9.92887,13.94259,Guider District Hospital,2010,15th Chinese medical team ,Cameroon,AdditionalCoded,10126039.19,TRUE,10.12603919
Cameroon,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Yaounde,3.90763,11.53932,Yaounde Gynaeco-Obstetric and Pediatric Hospital,2010,15th Chinese medical team ,Cameroon,AdditionalCoded,8507589.887,TRUE,8.507589887
