all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,year,project_title,recipient_condensed,round_coded,aid_amount,predicted_by_modeling
Ethiopia,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,8.997539999999997,38.80909000000001,Goro,2014,EXIM loans $177 million USD for Lebu-Akaki-IT Park (Goro) outer ring road in Ethiopia (linked to #30886),Ethiopia,AdditionalCoded,177000000.0,False
Ethiopia,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,8.957310000000003,38.72518,Nefas Silk Lafto Sub City,2014,EXIM loans $177 million USD for Lebu-Akaki-IT Park (Goro) outer ring road in Ethiopia (linked to #30886),Ethiopia,AdditionalCoded,177000000.0,False
Ethiopia,Education,Grant,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,Addis Ababa,9.02497,38.74689,Addis Ababa,2014,China donates materials worth 1 million ETB to Tinbite Ermiyas School in Ethiopia,Ethiopia,AdditionalCoded,58891.0,False
Cote D'Ivoire,Transport and Storage,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Commercial,unknown,0.0,0.0,Ivory Coast,2014,China loans Ivory Coast 210 million USD for purchasing cars,Cote D'Ivoire,AdditionalCoded,210000000.0,False
Gabon,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-0.8061699999999999,8.81926,Ntchengué,2013,China loans Gabon 64.8 billion CFA Franc for road connecting Port Gentil and Omboue,Gabon,AdditionalCoded,133360888.0,False
Gabon,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-1.01821,8.90104,Ozouri,2013,China loans Gabon 64.8 billion CFA Franc for road connecting Port Gentil and Omboue,Gabon,AdditionalCoded,133360888.0,False
Gabon,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-1.57464,9.26184,Omboué,2013,China loans Gabon 64.8 billion CFA Franc for road connecting Port Gentil and Omboue,Gabon,AdditionalCoded,133360888.0,False
Gabon,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-1.21201,9.0217,Ikéoué,2013,China loans Gabon 64.8 billion CFA Franc for road connecting Port Gentil and Omboue,Gabon,AdditionalCoded,133360888.0,False
Gabon,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-0.71933,8.78151,Port-Gentil,2013,China loans Gabon 64.8 billion CFA Franc for road connecting Port Gentil and Omboue,Gabon,AdditionalCoded,133360888.0,False
Gabon,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-1.03295,8.90193,Ogooue River bridge,2013,China loans Gabon 64.8 billion CFA Franc for road connecting Port Gentil and Omboue,Gabon,AdditionalCoded,133360888.0,False
Guinea,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Guinea,2014,China grants 1 million RMB of medical supplies to Guinea for Ebola,Guinea,AdditionalCoded,162775.0,False
"Africa, regional",Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Guinea,2014,"[Ebola] China donated 200 million RMB to Guinea, Liberia, and Sierra Leone for Ebola (Linked to Project ID #44589 & #44593)","Africa, regional",AdditionalCoded,28540000.0,False
"Africa, regional",Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Sierra Leone,2014,"[Ebola] China donated 200 million RMB to Guinea, Liberia, and Sierra Leone for Ebola (Linked to Project ID #44589 & #44593)","Africa, regional",AdditionalCoded,28540000.0,False
"Africa, regional",Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Liberia,2014,"[Ebola] China donated 200 million RMB to Guinea, Liberia, and Sierra Leone for Ebola (Linked to Project ID #44589 & #44593)","Africa, regional",AdditionalCoded,28540000.0,False
Togo,Health,Grant,ODA-like,"China Ministry of Commerce, Government Agency",Development,unknown,0.0,0.0,Togo,2014,"China donates USD 820,000 to Togo in medical supplies to prevent Ebola",Togo,AdditionalCoded,820000.0,False
Somalia,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Somalia,2014,"China Delivers Goods Worth 20,000 USD to IDPs in Somalia",Somalia,AdditionalCoded,20000.0,False
Somalia,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Somalia,2014,"China Donates 20,000 USD Cash to Somalia",Somalia,AdditionalCoded,20000.0,False
Mali,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Mali,2014,China donates 80 million XOF in medical materials for Ebola,Mali,AdditionalCoded,161807.0,False
Mali,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Mali,2014,China donated Ebola materials worth 420 million XOF,Mali,AdditionalCoded,849489.0,False
Kenya,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Nairobi; Mombasa,-3.563,39.644,Kilifi,2014,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),Kenya,AdditionalCoded,1633000000.0,False
Kenya,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Nairobi; Mombasa,-3.86332,39.47362,Mariakani,2014,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),Kenya,AdditionalCoded,1633000000.0,False
Kenya,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Nairobi; Mombasa,-1.4563,36.97826,Athi River,2014,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),Kenya,AdditionalCoded,1633000000.0,False
Kenya,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Nairobi; Mombasa,-2.28524,37.82654,Makindu,2014,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),Kenya,AdditionalCoded,1633000000.0,False
Kenya,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Nairobi; Mombasa,-2.019,37.37167,Sultan Hamud,2014,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),Kenya,AdditionalCoded,1633000000.0,False
Kenya,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Nairobi; Mombasa,-3.39605,38.55609000000001,Voi,2014,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),Kenya,AdditionalCoded,1633000000.0,False
Kenya,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Nairobi; Mombasa,-1.28333,36.81667,Nairobi,2014,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),Kenya,AdditionalCoded,1633000000.0,False
Kenya,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Nairobi; Mombasa,-4.05466,39.66359,Mombasa,2014,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),Kenya,AdditionalCoded,1633000000.0,False
Kenya,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Nairobi ,0.0,0.0,Kenya,2014,China grants 'Chinese Ambassador Scholarship' worth 2 million Shillings to 20 Kenyan students (linked to #36095),Kenya,AdditionalCoded,22747.0,False
Rwanda,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Barizo village, Musanze district, Norther province",-1.50763,29.60662,Musanze District,2013,China funded and constructed a vocational school ,Rwanda,AdditionalCoded,13128380.0,False
Rwanda,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Kigali,-1.95475,30.081540000000004,Kimihurura,2014,China to build a government administrative office complex for Rwanda,Rwanda,AdditionalCoded,26508751.0,False
Rwanda,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Rulindo District; northern province,-1.7382799999999998,29.997940000000003,Rulindo District,2010,China builds Inyange Girls School of Science in Rwanda,Rwanda,AdditionalCoded,1294081.0,False
Uganda,Energy Generation and Supply,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.31628,32.582190000000004,Kampala,2014,"China donated 98 solar energy lamps in Kampala, Uganda",Uganda,EcologicallySensitive,800000.0,False
Rwanda,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Rwanda,2013,"China grants $32,400 to Rwanda in support of Imbuto scholarship program",Rwanda,AdditionalCoded,32943.0,False
"Africa, regional",Support to Non-governmental Organizations (NGOs) and Government Organizations,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,9.00013,38.74421,AU Conference Center and Office Complex,2006,China grants $200 million for construction of African Union HQ in Ethiopia,"Africa, regional",AdditionalCoded,367882199.0,False
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-11.65,20.45,Léua,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497.0,False
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.8525,15.56056,Caála,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497.0,False
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-10.70727,22.22466,Luau,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497.0,False
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.15,18.08333,Cuemba,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497.0,False
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.3644,13.53601,Lobito,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497.0,False
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-13.01667,14.63333,Ganda,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497.0,False
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.15,17.28333,Catabola,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497.0,False
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-11.21762,21.64531,Luacano,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497.0,False
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.85636,15.06354,Ukuma,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497.0,False
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.23333,16.78333,Cunhinga,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497.0,False
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-13.03333,14.25,Cubal,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497.0,False
Angola,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Lobito, Luau",-12.82494,14.92823,Tchindjendje,2006,CRCC builds $500 million USD Benguela railway from Lobito to Luau in Angola (portion of #54),Angola,AdditionalCoded,919705497.0,False
